scene,view,parent,child,parent_gt,child_gt,same,cos
n1_scene0001,view_el60_az180,mask_000.png,mask_001.png,002_master_chef_can,002_master_chef_can,True,0.3900663392806746
n1_scene0001,view_el60_az180,mask_000.png,mask_002.png,002_master_chef_can,002_master_chef_can,True,0.6005004979098283
n1_scene0001,view_el60_az180,mask_000.png,mask_009.png,002_master_chef_can,002_master_chef_can,True,0.5204638762440308
n1_scene0001,view_el60_az180,mask_000.png,mask_012.png,002_master_chef_can,002_master_chef_can,True,0.5478274227305246
n1_scene0001,view_el60_az180,mask_001.png,mask_012.png,002_master_chef_can,002_master_chef_can,True,0.47548573718738907
n1_scene0001,view_el60_az180,mask_002.png,mask_009.png,002_master_chef_can,002_master_chef_can,True,0.4779915132808705
n1_scene0001,view_el60_az195,mask_000.png,mask_001.png,002_master_chef_can,002_master_chef_can,True,0.3714987988450173
n1_scene0001,view_el60_az195,mask_000.png,mask_002.png,002_master_chef_can,002_master_chef_can,True,0.5418473204671195
n1_scene0001,view_el60_az195,mask_000.png,mask_009.png,002_master_chef_can,002_master_chef_can,True,0.45361127429242254
n1_scene0001,view_el60_az195,mask_000.png,mask_012.png,002_master_chef_can,002_master_chef_can,True,0.4237330402092532
n1_scene0001,view_el60_az195,mask_001.png,mask_012.png,002_master_chef_can,002_master_chef_can,True,0.4664343605270091
n1_scene0001,view_el60_az195,mask_002.png,mask_009.png,002_master_chef_can,002_master_chef_can,True,0.4881655095818437
n1_scene0001,view_el60_az255,mask_004.png,mask_011.png,002_master_chef_can,002_master_chef_can,True,0.5627352118138178
n1_scene0001,view_el60_az255,mask_004.png,mask_014.png,002_master_chef_can,002_master_chef_can,True,0.452765283338145
n1_scene0001,view_el60_az255,mask_005.png,mask_010.png,002_master_chef_can,002_master_chef_can,True,0.5383735790825599
n1_scene0001,view_el75_az105,mask_000.png,mask_007.png,002_master_chef_can,002_master_chef_can,True,0.534685210915214
n1_scene0001,view_el75_az105,mask_000.png,mask_010.png,002_master_chef_can,002_master_chef_can,True,0.4601953446670594
n1_scene0001,view_el75_az105,mask_000.png,mask_013.png,002_master_chef_can,002_master_chef_can,True,0.5596041999100239
n1_scene0001,view_el75_az225,mask_000.png,mask_001.png,002_master_chef_can,002_master_chef_can,True,0.6861262881811954
n1_scene0001,view_el75_az225,mask_000.png,mask_008.png,002_master_chef_can,002_master_chef_can,True,0.6769288124944569
n1_scene0001,view_el75_az225,mask_000.png,mask_012.png,002_master_chef_can,002_master_chef_can,True,0.49916812344305506
n1_scene0001,view_el75_az225,mask_000.png,mask_014.png,002_master_chef_can,002_master_chef_can,True,0.5272105388588515
n1_scene0001,view_el75_az225,mask_001.png,mask_012.png,002_master_chef_can,002_master_chef_can,True,0.6379959706540623
n1_scene0001,view_el75_az225,mask_001.png,mask_014.png,002_master_chef_can,002_master_chef_can,True,0.6578886142529887
n1_scene0001,view_el90,mask_000.png,mask_010.png,002_master_chef_can,002_master_chef_can,True,0.5806296379279684
n1_scene0001,view_el90,mask_000.png,mask_012.png,002_master_chef_can,002_master_chef_can,True,0.6055976623905722
n1_scene0002,view_el30_az135,mask_002.png,mask_004.png,003_cracker_box,003_cracker_box,True,0.5513823937630671
n1_scene0002,view_el30_az135,mask_002.png,mask_006.png,003_cracker_box,003_cracker_box,True,0.49416064492255574
n1_scene0002,view_el30_az135,mask_002.png,mask_011.png,003_cracker_box,003_cracker_box,True,0.4467102374600492
n1_scene0002,view_el30_az135,mask_002.png,mask_012.png,003_cracker_box,003_cracker_box,True,0.3533149520024679
n1_scene0002,view_el30_az135,mask_002.png,mask_014.png,003_cracker_box,003_cracker_box,True,0.3408573958861639
n1_scene0002,view_el30_az135,mask_002.png,mask_015.png,003_cracker_box,003_cracker_box,True,0.38429067955744056
n1_scene0002,view_el30_az135,mask_002.png,mask_017.png,003_cracker_box,003_cracker_box,True,0.4948170177374349
n1_scene0002,view_el30_az135,mask_002.png,mask_018.png,003_cracker_box,003_cracker_box,True,0.39996902460799905
n1_scene0002,view_el30_az135,mask_002.png,mask_019.png,003_cracker_box,003_cracker_box,True,0.43571387037106757
n1_scene0002,view_el30_az135,mask_002.png,mask_020.png,003_cracker_box,003_cracker_box,True,0.4550799674838091
n1_scene0002,view_el30_az135,mask_002.png,mask_022.png,003_cracker_box,003_cracker_box,True,0.344249507770371
n1_scene0002,view_el30_az135,mask_002.png,mask_023.png,003_cracker_box,003_cracker_box,True,0.3560258244515627
n1_scene0002,view_el30_az135,mask_002.png,mask_024.png,003_cracker_box,003_cracker_box,True,0.3351610419068483
n1_scene0002,view_el30_az135,mask_002.png,mask_026.png,003_cracker_box,003_cracker_box,True,0.2360116403807335
n1_scene0002,view_el30_az135,mask_002.png,mask_027.png,003_cracker_box,003_cracker_box,True,0.4115743614629329
n1_scene0002,view_el30_az135,mask_002.png,mask_028.png,003_cracker_box,003_cracker_box,True,0.3651846358544377
n1_scene0002,view_el30_az135,mask_004.png,mask_018.png,003_cracker_box,003_cracker_box,True,0.37827846027332757
n1_scene0002,view_el30_az135,mask_004.png,mask_022.png,003_cracker_box,003_cracker_box,True,0.41385080608609526
n1_scene0002,view_el30_az135,mask_004.png,mask_023.png,003_cracker_box,003_cracker_box,True,0.3712306639490317
n1_scene0002,view_el30_az135,mask_006.png,mask_020.png,003_cracker_box,003_cracker_box,True,0.22996503227249684
n1_scene0002,view_el30_az135,mask_006.png,mask_024.png,003_cracker_box,003_cracker_box,True,0.25603834980791157
n1_scene0002,view_el30_az135,mask_006.png,mask_026.png,003_cracker_box,003_cracker_box,True,0.14414531481452753
n1_scene0002,view_el30_az135,mask_011.png,mask_012.png,003_cracker_box,003_cracker_box,True,0.5230374903202026
n1_scene0002,view_el30_az135,mask_011.png,mask_014.png,003_cracker_box,003_cracker_box,True,0.4977257029076978
n1_scene0002,view_el30_az135,mask_011.png,mask_015.png,003_cracker_box,003_cracker_box,True,0.5714040582055608
n1_scene0002,view_el30_az195,mask_002.png,mask_004.png,003_cracker_box,003_cracker_box,True,0.4031152548225736
n1_scene0002,view_el30_az195,mask_002.png,mask_005.png,003_cracker_box,003_cracker_box,True,0.427218297135026
n1_scene0002,view_el30_az195,mask_002.png,mask_010.png,003_cracker_box,003_cracker_box,True,0.36729103866481494
n1_scene0002,view_el30_az195,mask_002.png,mask_011.png,003_cracker_box,003_cracker_box,True,0.32224911423120817
n1_scene0002,view_el30_az195,mask_002.png,mask_012.png,003_cracker_box,003_cracker_box,True,0.3029471268831547
n1_scene0002,view_el30_az195,mask_002.png,mask_013.png,003_cracker_box,003_cracker_box,True,0.2528398491600142
n1_scene0002,view_el30_az195,mask_002.png,mask_014.png,003_cracker_box,003_cracker_box,True,0.26860082000730673
n1_scene0002,view_el30_az195,mask_002.png,mask_015.png,003_cracker_box,003_cracker_box,True,0.2862285172963287
n1_scene0002,view_el30_az195,mask_002.png,mask_016.png,003_cracker_box,003_cracker_box,True,0.2889857571314116
n1_scene0002,view_el30_az195,mask_002.png,mask_019.png,003_cracker_box,003_cracker_box,True,0.445194725649977
n1_scene0002,view_el30_az195,mask_002.png,mask_020.png,003_cracker_box,003_cracker_box,True,0.42725554347877354
n1_scene0002,view_el30_az195,mask_002.png,mask_021.png,003_cracker_box,003_cracker_box,True,0.43650029777065114
n1_scene0002,view_el30_az195,mask_004.png,mask_010.png,003_cracker_box,003_cracker_box,True,0.41362192487473637
n1_scene0002,view_el30_az195,mask_004.png,mask_012.png,003_cracker_box,003_cracker_box,True,0.3524309612915767
n1_scene0002,view_el30_az195,mask_004.png,mask_014.png,003_cracker_box,003_cracker_box,True,0.30784188859936745
n1_scene0002,view_el30_az195,mask_005.png,mask_013.png,003_cracker_box,003_cracker_box,True,0.39944762070564355
n1_scene0002,view_el30_az195,mask_005.png,mask_015.png,003_cracker_box,003_cracker_box,True,0.3967035344207755
n1_scene0002,view_el30_az195,mask_005.png,mask_016.png,003_cracker_box,003_cracker_box,True,0.40564170810183797
n1_scene0002,view_el30_az210,mask_002.png,mask_004.png,003_cracker_box,003_cracker_box,True,0.4212562833010579
n1_scene0002,view_el30_az210,mask_002.png,mask_005.png,003_cracker_box,003_cracker_box,True,0.4732001879939929
n1_scene0002,view_el30_az210,mask_002.png,mask_011.png,003_cracker_box,003_cracker_box,True,0.366989519078232
n1_scene0002,view_el30_az210,mask_002.png,mask_012.png,003_cracker_box,003_cracker_box,True,0.3578331425307354
n1_scene0002,view_el30_az210,mask_002.png,mask_013.png,003_cracker_box,003_cracker_box,True,0.35984007799310874
n1_scene0002,view_el30_az210,mask_002.png,mask_014.png,003_cracker_box,003_cracker_box,True,0.3685217956497074
n1_scene0002,view_el30_az210,mask_002.png,mask_015.png,003_cracker_box,003_cracker_box,True,0.3616792547466093
n1_scene0002,view_el30_az210,mask_002.png,mask_016.png,003_cracker_box,003_cracker_box,True,0.362982306237443
n1_scene0002,view_el30_az210,mask_002.png,mask_018.png,003_cracker_box,003_cracker_box,True,0.3291373297281008
n1_scene0002,view_el30_az210,mask_002.png,mask_019.png,003_cracker_box,003_cracker_box,True,0.37917948282199687
n1_scene0002,view_el30_az210,mask_004.png,mask_012.png,003_cracker_box,003_cracker_box,True,0.28243092699136396
n1_scene0002,view_el30_az210,mask_004.png,mask_014.png,003_cracker_box,003_cracker_box,True,0.2683247636723882
n1_scene0002,view_el30_az210,mask_004.png,mask_015.png,003_cracker_box,003_cracker_box,True,0.27262137482045307
n1_scene0002,view_el30_az210,mask_005.png,mask_016.png,003_cracker_box,003_cracker_box,True,0.40771869058442767
n1_scene0002,view_el30_az210,mask_005.png,mask_018.png,003_cracker_box,003_cracker_box,True,0.3813485775297504
n1_scene0002,view_el30_az210,mask_005.png,mask_019.png,003_cracker_box,003_cracker_box,True,0.41700710877314684
n1_scene0002,view_el30_az240,mask_002.png,mask_008.png,003_cracker_box,003_cracker_box,True,0.5363332689547684
n1_scene0002,view_el30_az240,mask_002.png,mask_010.png,003_cracker_box,003_cracker_box,True,0.6260972633093731
n1_scene0002,view_el30_az240,mask_002.png,mask_011.png,003_cracker_box,003_cracker_box,True,0.40196329200912356
n1_scene0002,view_el30_az240,mask_002.png,mask_012.png,003_cracker_box,003_cracker_box,True,0.40707945005558355
n1_scene0002,view_el30_az240,mask_002.png,mask_013.png,003_cracker_box,003_cracker_box,True,0.36496806181398617
n1_scene0002,view_el30_az240,mask_002.png,mask_014.png,003_cracker_box,003_cracker_box,True,0.3923718044267007
n1_scene0002,view_el30_az240,mask_002.png,mask_016.png,003_cracker_box,003_cracker_box,True,0.3879894806914441
n1_scene0002,view_el30_az240,mask_002.png,mask_018.png,003_cracker_box,003_cracker_box,True,0.5282882374083443
n1_scene0002,view_el30_az240,mask_002.png,mask_019.png,003_cracker_box,003_cracker_box,True,0.3404718035654191
n1_scene0002,view_el30_az240,mask_008.png,mask_016.png,003_cracker_box,003_cracker_box,True,0.4959472105837551
n1_scene0002,view_el30_az240,mask_008.png,mask_019.png,003_cracker_box,003_cracker_box,True,0.4779505337299258
n1_scene0002,view_el45_az135,mask_003.png,mask_004.png,003_cracker_box,003_cracker_box,True,0.465992574843091
n1_scene0002,view_el45_az135,mask_003.png,mask_009.png,003_cracker_box,003_cracker_box,True,0.4514730609582127
n1_scene0002,view_el45_az135,mask_003.png,mask_011.png,003_cracker_box,003_cracker_box,True,0.28712866481090116
n1_scene0002,view_el45_az135,mask_003.png,mask_012.png,003_cracker_box,003_cracker_box,True,0.3461424008773698
n1_scene0002,view_el45_az135,mask_003.png,mask_013.png,003_cracker_box,003_cracker_box,True,0.5674999015569435
n1_scene0002,view_el45_az135,mask_003.png,mask_016.png,003_cracker_box,003_cracker_box,True,0.4355614061816817
n1_scene0002,view_el45_az135,mask_003.png,mask_017.png,003_cracker_box,003_cracker_box,True,0.40857855431562545
n1_scene0002,view_el45_az135,mask_003.png,mask_018.png,003_cracker_box,003_cracker_box,True,0.37604851046956367
n1_scene0002,view_el45_az135,mask_003.png,mask_019.png,003_cracker_box,003_cracker_box,True,0.38324237649122694
n1_scene0002,view_el45_az135,mask_003.png,mask_022.png,003_cracker_box,003_cracker_box,True,0.38558716756891
n1_scene0002,view_el45_az135,mask_003.png,mask_023.png,003_cracker_box,003_cracker_box,True,0.35381928658943307
n1_scene0002,view_el45_az135,mask_003.png,mask_024.png,003_cracker_box,003_cracker_box,True,0.3073750508742283
n1_scene0002,view_el45_az135,mask_003.png,mask_025.png,003_cracker_box,003_cracker_box,True,0.2823813177767624
n1_scene0002,view_el45_az135,mask_003.png,mask_026.png,003_cracker_box,003_cracker_box,True,0.3072424975326734
n1_scene0002,view_el45_az135,mask_003.png,mask_027.png,003_cracker_box,003_cracker_box,True,0.35062700302895766
n1_scene0002,view_el45_az135,mask_003.png,mask_028.png,003_cracker_box,003_cracker_box,True,0.44495176755315735
n1_scene0002,view_el45_az135,mask_003.png,mask_029.png,003_cracker_box,003_cracker_box,True,0.4483644631541581
n1_scene0002,view_el45_az135,mask_004.png,mask_018.png,003_cracker_box,003_cracker_box,True,0.3980251621485849
n1_scene0002,view_el45_az135,mask_004.png,mask_022.png,003_cracker_box,003_cracker_box,True,0.44078460753246385
n1_scene0002,view_el45_az135,mask_004.png,mask_023.png,003_cracker_box,003_cracker_box,True,0.39237793470413884
n1_scene0002,view_el45_az135,mask_009.png,mask_019.png,003_cracker_box,003_cracker_box,True,0.31521250515853383
n1_scene0002,view_el45_az135,mask_009.png,mask_024.png,003_cracker_box,003_cracker_box,True,0.31559497197524417
n1_scene0002,view_el45_az135,mask_009.png,mask_025.png,003_cracker_box,003_cracker_box,True,0.22077093207806903
n1_scene0002,view_el45_az225,mask_002.png,mask_004.png,003_cracker_box,003_cracker_box,True,0.4875455632421875
n1_scene0002,view_el45_az225,mask_002.png,mask_009.png,003_cracker_box,003_cracker_box,True,0.5814869925174291
n1_scene0002,view_el45_az225,mask_002.png,mask_010.png,003_cracker_box,003_cracker_box,True,0.4698819329289443
n1_scene0002,view_el45_az225,mask_002.png,mask_011.png,003_cracker_box,003_cracker_box,True,0.3957675084376798
n1_scene0002,view_el45_az225,mask_002.png,mask_012.png,003_cracker_box,003_cracker_box,True,0.5792148128284128
n1_scene0002,view_el45_az225,mask_002.png,mask_013.png,003_cracker_box,003_cracker_box,True,0.4410279391860855
n1_scene0002,view_el45_az225,mask_002.png,mask_014.png,003_cracker_box,003_cracker_box,True,0.4612080415229449
n1_scene0002,view_el45_az225,mask_002.png,mask_015.png,003_cracker_box,003_cracker_box,True,0.47585228539065433
n1_scene0002,view_el45_az225,mask_002.png,mask_018.png,003_cracker_box,003_cracker_box,True,0.39692421173011144
n1_scene0002,view_el45_az225,mask_002.png,mask_019.png,003_cracker_box,003_cracker_box,True,0.37622633448603987
n1_scene0002,view_el45_az225,mask_002.png,mask_020.png,003_cracker_box,003_cracker_box,True,0.4145862399579021
n1_scene0002,view_el45_az225,mask_002.png,mask_021.png,003_cracker_box,003_cracker_box,True,0.3358558824120547
n1_scene0002,view_el45_az225,mask_004.png,mask_015.png,003_cracker_box,003_cracker_box,True,0.3826726432653439
n1_scene0002,view_el45_az225,mask_004.png,mask_018.png,003_cracker_box,003_cracker_box,True,0.3091656187694679
n1_scene0002,view_el45_az225,mask_004.png,mask_019.png,003_cracker_box,003_cracker_box,True,0.3011460487635334
n1_scene0002,view_el45_az225,mask_009.png,mask_020.png,003_cracker_box,003_cracker_box,True,0.5612955563799167
n1_scene0002,view_el60_az180,mask_001.png,mask_002.png,003_cracker_box,003_cracker_box,True,0.5523676962318131
n1_scene0002,view_el60_az180,mask_001.png,mask_003.png,003_cracker_box,003_cracker_box,True,0.5253559563776237
n1_scene0002,view_el60_az180,mask_001.png,mask_010.png,003_cracker_box,003_cracker_box,True,0.3893328093590098
n1_scene0002,view_el60_az180,mask_001.png,mask_013.png,003_cracker_box,003_cracker_box,True,0.4098158204031208
n1_scene0002,view_el60_az180,mask_001.png,mask_014.png,003_cracker_box,003_cracker_box,True,0.3459858154836284
n1_scene0002,view_el60_az180,mask_001.png,mask_015.png,003_cracker_box,003_cracker_box,True,0.2994564501597895
n1_scene0002,view_el60_az180,mask_001.png,mask_017.png,003_cracker_box,003_cracker_box,True,0.3330698514319923
n1_scene0002,view_el60_az180,mask_001.png,mask_019.png,003_cracker_box,003_cracker_box,True,0.2420109912415736
n1_scene0002,view_el60_az180,mask_001.png,mask_020.png,003_cracker_box,003_cracker_box,True,0.2654542778063403
n1_scene0002,view_el60_az180,mask_001.png,mask_021.png,003_cracker_box,003_cracker_box,True,0.27219785586031797
n1_scene0002,view_el60_az180,mask_001.png,mask_022.png,003_cracker_box,003_cracker_box,True,0.3074777651513374
n1_scene0002,view_el60_az180,mask_001.png,mask_023.png,003_cracker_box,003_cracker_box,True,0.4303487720806486
n1_scene0002,view_el60_az180,mask_002.png,mask_014.png,003_cracker_box,003_cracker_box,True,0.4059230278981081
n1_scene0002,view_el60_az180,mask_002.png,mask_019.png,003_cracker_box,003_cracker_box,True,0.2929790759431375
n1_scene0002,view_el60_az180,mask_002.png,mask_021.png,003_cracker_box,003_cracker_box,True,0.42976487974665734
n1_scene0002,view_el60_az180,mask_003.png,mask_017.png,003_cracker_box,003_cracker_box,True,0.44641638651556326
n1_scene0002,view_el60_az180,mask_003.png,mask_020.png,003_cracker_box,003_cracker_box,True,0.40327230318487495
n1_scene0002,view_el60_az180,mask_003.png,mask_022.png,003_cracker_box,003_cracker_box,True,0.42235748420119146
n1_scene0002,view_el60_az195,mask_001.png,mask_002.png,003_cracker_box,003_cracker_box,True,0.49297562519195925
n1_scene0002,view_el60_az195,mask_001.png,mask_006.png,003_cracker_box,003_cracker_box,True,0.44934122452549596
n1_scene0002,view_el60_az195,mask_001.png,mask_010.png,003_cracker_box,003_cracker_box,True,0.49817897130701694
n1_scene0002,view_el60_az195,mask_001.png,mask_013.png,003_cracker_box,003_cracker_box,True,0.3799144364104276
n1_scene0002,view_el60_az195,mask_001.png,mask_014.png,003_cracker_box,003_cracker_box,True,0.46616696054607737
n1_scene0002,view_el60_az195,mask_001.png,mask_015.png,003_cracker_box,003_cracker_box,True,0.42696437238360563
n1_scene0002,view_el60_az195,mask_001.png,mask_017.png,003_cracker_box,003_cracker_box,True,0.45090397862634285
n1_scene0002,view_el60_az195,mask_001.png,mask_019.png,003_cracker_box,003_cracker_box,True,0.40899485633036725
n1_scene0002,view_el60_az195,mask_001.png,mask_020.png,003_cracker_box,003_cracker_box,True,0.37347056581018157
n1_scene0002,view_el60_az195,mask_001.png,mask_021.png,003_cracker_box,003_cracker_box,True,0.4084119610710344
n1_scene0002,view_el60_az195,mask_001.png,mask_022.png,003_cracker_box,003_cracker_box,True,0.45326736106306287
n1_scene0002,view_el60_az195,mask_001.png,mask_023.png,003_cracker_box,003_cracker_box,True,0.37197462195956676
n1_scene0002,view_el60_az195,mask_001.png,mask_024.png,003_cracker_box,003_cracker_box,True,0.42257317284027196
n1_scene0002,view_el60_az195,mask_001.png,mask_025.png,003_cracker_box,003_cracker_box,True,0.43423136096581244
n1_scene0002,view_el60_az195,mask_002.png,mask_014.png,003_cracker_box,003_cracker_box,True,0.31030913419212613
n1_scene0002,view_el60_az195,mask_002.png,mask_019.png,003_cracker_box,003_cracker_box,True,0.2585630890354052
n1_scene0002,view_el60_az195,mask_002.png,mask_021.png,003_cracker_box,003_cracker_box,True,0.3574579810510463
n1_scene0002,view_el60_az195,mask_006.png,mask_017.png,003_cracker_box,003_cracker_box,True,0.29607785024239863
n1_scene0002,view_el60_az195,mask_006.png,mask_020.png,003_cracker_box,003_cracker_box,True,0.32084361199027567
n1_scene0002,view_el60_az195,mask_006.png,mask_022.png,003_cracker_box,003_cracker_box,True,0.3254094980744314
n1_scene0002,view_el60_az195,mask_010.png,mask_023.png,003_cracker_box,003_cracker_box,True,0.5367184431842924
n1_scene0002,view_el60_az255,mask_001.png,mask_007.png,003_cracker_box,003_cracker_box,True,0.38307585168425806
n1_scene0002,view_el60_az255,mask_001.png,mask_008.png,003_cracker_box,003_cracker_box,True,0.6078727807747697
n1_scene0002,view_el60_az255,mask_001.png,mask_009.png,003_cracker_box,003_cracker_box,True,0.3784258773275814
n1_scene0002,view_el60_az255,mask_001.png,mask_010.png,003_cracker_box,003_cracker_box,True,0.38911443470316787
n1_scene0002,view_el60_az255,mask_001.png,mask_011.png,003_cracker_box,003_cracker_box,True,0.40382942775852504
n1_scene0002,view_el60_az255,mask_001.png,mask_013.png,003_cracker_box,003_cracker_box,True,0.496763115609517
n1_scene0002,view_el60_az255,mask_001.png,mask_015.png,003_cracker_box,003_cracker_box,True,0.46480797709202537
n1_scene0002,view_el60_az255,mask_001.png,mask_016.png,003_cracker_box,003_cracker_box,True,0.45621003078909184
n1_scene0002,view_el60_az255,mask_007.png,mask_009.png,003_cracker_box,003_cracker_box,True,0.681971312270778
n1_scene0002,view_el60_az255,mask_007.png,mask_010.png,003_cracker_box,003_cracker_box,True,0.6685048009425139
n1_scene0002,view_el60_az255,mask_007.png,mask_011.png,003_cracker_box,003_cracker_box,True,0.7435169808317533
n1_scene0002,view_el75_az105,mask_001.png,mask_008.png,003_cracker_box,003_cracker_box,True,0.5243840602875564
n1_scene0002,view_el75_az105,mask_001.png,mask_009.png,003_cracker_box,003_cracker_box,True,0.5313975968734073
n1_scene0002,view_el75_az105,mask_001.png,mask_012.png,003_cracker_box,003_cracker_box,True,0.4165502411601152
n1_scene0002,view_el75_az105,mask_001.png,mask_014.png,003_cracker_box,003_cracker_box,True,0.49579802537620554
n1_scene0002,view_el75_az105,mask_001.png,mask_016.png,003_cracker_box,003_cracker_box,True,0.458424556528227
n1_scene0002,view_el75_az105,mask_001.png,mask_017.png,003_cracker_box,003_cracker_box,True,0.4481424129893694
n1_scene0002,view_el75_az225,mask_001.png,mask_008.png,003_cracker_box,003_cracker_box,True,0.5102388227923929
n1_scene0002,view_el75_az225,mask_001.png,mask_009.png,003_cracker_box,003_cracker_box,True,0.5529306347188379
n1_scene0002,view_el75_az225,mask_001.png,mask_013.png,003_cracker_box,003_cracker_box,True,0.4928720110411474
n1_scene0002,view_el75_az225,mask_001.png,mask_015.png,003_cracker_box,003_cracker_box,True,0.45404197778987937
n1_scene0002,view_el75_az225,mask_001.png,mask_017.png,003_cracker_box,003_cracker_box,True,0.508852468827629
n1_scene0002,view_el75_az225,mask_001.png,mask_018.png,003_cracker_box,003_cracker_box,True,0.4740028872776841
n1_scene0002,view_el90,mask_000.png,mask_005.png,003_cracker_box,003_cracker_box,True,0.46740340734771646
n1_scene0002,view_el90,mask_000.png,mask_010.png,003_cracker_box,003_cracker_box,True,0.43443076102789124
n1_scene0002,view_el90,mask_000.png,mask_012.png,003_cracker_box,003_cracker_box,True,0.45124983209993885
n1_scene0002,view_el90,mask_000.png,mask_014.png,003_cracker_box,003_cracker_box,True,0.5251227784822324
n1_scene0003,view_el30_az135,mask_002.png,mask_003.png,004_sugar_box,004_sugar_box,True,0.2158317056550535
n1_scene0003,view_el30_az135,mask_002.png,mask_008.png,004_sugar_box,004_sugar_box,True,0.30000299432558386
n1_scene0003,view_el30_az135,mask_002.png,mask_010.png,004_sugar_box,004_sugar_box,True,0.4193950377988508
n1_scene0003,view_el30_az195,mask_002.png,mask_004.png,004_sugar_box,004_sugar_box,True,0.6628105828547843
n1_scene0003,view_el30_az195,mask_002.png,mask_005.png,004_sugar_box,004_sugar_box,True,0.10919074841032596
n1_scene0003,view_el30_az195,mask_002.png,mask_006.png,004_sugar_box,004_sugar_box,True,0.18649071127842706
n1_scene0003,view_el30_az195,mask_004.png,mask_006.png,004_sugar_box,004_sugar_box,True,0.27315674366352516
n1_scene0003,view_el30_az210,mask_002.png,mask_003.png,004_sugar_box,004_sugar_box,True,0.5279578206898793
n1_scene0003,view_el30_az210,mask_002.png,mask_004.png,004_sugar_box,004_sugar_box,True,0.1724420164622864
n1_scene0003,view_el30_az210,mask_002.png,mask_008.png,004_sugar_box,004_sugar_box,True,0.20184697170393093
n1_scene0003,view_el30_az210,mask_002.png,mask_013.png,004_sugar_box,004_sugar_box,True,0.43320755668675054
n1_scene0003,view_el30_az210,mask_003.png,mask_008.png,004_sugar_box,004_sugar_box,True,0.3454443664197979
n1_scene0003,view_el30_az210,mask_003.png,mask_013.png,004_sugar_box,004_sugar_box,True,0.5625777641975991
n1_scene0003,view_el30_az240,mask_003.png,mask_004.png,004_sugar_box,004_sugar_box,True,0.5888432021677659
n1_scene0003,view_el30_az240,mask_003.png,mask_008.png,004_sugar_box,004_sugar_box,True,0.3509561785120139
n1_scene0003,view_el30_az240,mask_003.png,mask_010.png,004_sugar_box,004_sugar_box,True,0.15915964152278686
n1_scene0003,view_el30_az240,mask_003.png,mask_011.png,004_sugar_box,004_sugar_box,True,0.23317836778470127
n1_scene0003,view_el30_az240,mask_003.png,mask_013.png,004_sugar_box,004_sugar_box,True,0.4053895194782923
n1_scene0003,view_el30_az240,mask_004.png,mask_010.png,004_sugar_box,004_sugar_box,True,0.3452414177926411
n1_scene0003,view_el30_az240,mask_004.png,mask_013.png,004_sugar_box,004_sugar_box,True,0.5539847729883388
n1_scene0003,view_el30_az240,mask_008.png,mask_011.png,004_sugar_box,004_sugar_box,True,0.5978296691953632
n1_scene0003,view_el45_az135,mask_003.png,mask_004.png,004_sugar_box,004_sugar_box,True,0.15521185504844526
n1_scene0003,view_el45_az135,mask_003.png,mask_005.png,004_sugar_box,004_sugar_box,True,0.6738472008583439
n1_scene0003,view_el45_az135,mask_003.png,mask_010.png,004_sugar_box,004_sugar_box,True,0.25249952107470175
